units_used,peak_hours_usage,appliance_count,lighting_type,avg_lighting_hours,tariff_type,season,previous_bill,efficiency_score,predicted_bill
147,57,15,LED,9,Commercial,Winter,2942,2,1924
461,158,13,Bulb,9,Commercial,Monsoon,2773,9,3732
543,11,2,CFL,4,Domestic,Summer,4048,1,2970
372,101,7,CFL,6,Commercial,Winter,5087,1,2699
241,127,14,CFL,7,Commercial,Monsoon,5926,2,2564
191,138,2,Bulb,7,Commercial,Winter,2354,2,1552
310,82,15,LED,5,Domestic,Monsoon,4376,2,2844
168,136,11,LED,2,Domestic,Winter,4312,8,2018
360,191,8,LED,7,Commercial,Summer,1829,3,2986
592,162,10,LED,4,Commercial,Monsoon,5524,2,4224
444,81,14,Bulb,7,Commercial,Monsoon,4284,10,3467
80,173,10,CFL,4,Domestic,Winter,2348,3,1615
285,142,8,Bulb,4,Commercial,Winter,5825,5,2444
74,81,8,LED,10,Commercial,Summer,1024,5,1163
529,72,6,CFL,2,Commercial,Summer,3079,6,3352
481,147,7,Bulb,3,Commercial,Winter,2656,10,3407
339,103,14,Bulb,9,Commercial,Monsoon,2052,2,2995
150,89,8,CFL,8,Domestic,Monsoon,4205,9,1580
225,47,2,Bulb,10,Domestic,Summer,5047,2,1441
451,47,13,CFL,5,Domestic,Summer,5627,7,3331
391,100,8,Bulb,6,Domestic,Monsoon,2847,2,2859
480,165,10,LED,7,Domestic,Monsoon,2990,4,3655
380,148,6,LED,9,Commercial,Summer,2704,5,2823
73,200,14,CFL,7,Commercial,Summer,2817,5,1927
227,15,6,CFL,3,Commercial,Winter,1960,3,1613
309,95,2,CFL,8,Domestic,Winter,2514,8,2026
262,136,7,CFL,9,Commercial,Winter,4473,6,2241
197,63,10,Bulb,7,Commercial,Monsoon,4907,5,1872
339,176,3,LED,2,Commercial,Winter,5349,3,2502
588,99,9,LED,3,Commercial,Summer,4558,2,3939
217,189,6,Bulb,7,Commercial,Summer,4618,7,2110
576,158,15,Bulb,10,Domestic,Winter,4665,8,4458
452,108,6,Bulb,10,Domestic,Winter,3582,6,3068
577,42,4,LED,7,Commercial,Winter,5721,1,3374
450,107,8,CFL,10,Commercial,Summer,5652,8,3186
420,71,10,Bulb,6,Commercial,Monsoon,887,4,3049
134,29,2,Bulb,4,Domestic,Monsoon,2656,1,914
592,190,5,Bulb,3,Domestic,Summer,3479,10,3984
531,196,10,Bulb,8,Domestic,Winter,3549,7,4016
500,62,11,CFL,2,Commercial,Summer,4329,8,3500
237,158,7,Bulb,6,Domestic,Monsoon,5919,1,2181
434,48,8,Bulb,3,Domestic,Monsoon,4195,8,2918
321,38,5,CFL,3,Commercial,Winter,1185,2,2105
77,111,8,Bulb,3,Commercial,Summer,4890,6,1273
257,105,13,LED,3,Commercial,Summer,3077,5,2512
524,124,4,CFL,2,Domestic,Monsoon,1372,6,3359
177,190,11,Bulb,8,Domestic,Summer,2537,3,2235
455,44,8,LED,6,Commercial,Summer,5957,6,3013
119,51,6,LED,10,Commercial,Monsoon,5796,4,1169
569,76,6,Bulb,6,Commercial,Summer,5327,2,3572
145,58,9,Bulb,8,Commercial,Winter,5556,6,1522
429,104,10,Bulb,4,Commercial,Summer,848,4,3200
425,31,7,Bulb,6,Domestic,Summer,1976,2,2752
387,159,6,Bulb,5,Commercial,Summer,2347,3,2893
435,113,3,LED,6,Commercial,Winter,773,9,2799
391,168,8,Bulb,10,Commercial,Monsoon,3171,10,3074
357,140,13,CFL,6,Commercial,Summer,5044,4,3138
504,59,4,LED,7,Commercial,Monsoon,979,4,3051
553,115,9,CFL,9,Commercial,Monsoon,4672,7,3809
414,200,8,Bulb,10,Commercial,Summer,1272,3,3293
452,53,14,Bulb,9,Domestic,Summer,4845,4,3421
148,50,8,LED,10,Domestic,Winter,3095,8,1447
164,75,7,CFL,9,Domestic,Summer,3511,7,1543
314,136,15,LED,5,Commercial,Winter,1534,10,3035
183,82,6,LED,8,Commercial,Winter,605,7,1597
115,121,8,LED,10,Commercial,Winter,1940,8,1500
415,166,15,Bulb,8,Domestic,Winter,3103,9,3651
578,92,5,CFL,10,Domestic,Summer,4629,1,3603
271,17,11,CFL,9,Commercial,Monsoon,5666,3,2175
445,27,7,LED,10,Commercial,Monsoon,4684,8,2843
155,45,6,Bulb,8,Commercial,Winter,2842,7,1336
114,172,12,LED,3,Domestic,Monsoon,4659,5,1919
58,147,6,CFL,2,Domestic,Summer,5129,10,1157
359,11,6,Bulb,3,Commercial,Winter,1351,7,2282
230,112,7,Bulb,9,Commercial,Winter,4096,5,2000
268,136,7,LED,3,Commercial,Summer,4399,1,2272
154,149,3,CFL,8,Commercial,Winter,860,10,1461
598,124,12,LED,5,Domestic,Winter,3362,3,4267
467,183,10,Bulb,2,Domestic,Monsoon,4184,7,3645
567,186,7,LED,4,Domestic,Winter,5421,3,3974
181,128,12,Bulb,3,Commercial,Winter,3890,1,2126
107,155,5,LED,7,Domestic,Winter,3082,3,1369
169,186,11,Bulb,8,Commercial,Monsoon,5879,1,2181
479,175,10,Bulb,5,Domestic,Summer,964,6,3682
74,44,6,LED,6,Domestic,Monsoon,4373,3,915
509,14,13,LED,9,Domestic,Winter,3866,3,3526
307,35,10,Bulb,3,Commercial,Summer,2387,8,2352
440,185,8,Bulb,4,Commercial,Winter,3692,7,3380
115,176,14,CFL,2,Domestic,Winter,2598,7,2068
109,18,12,LED,4,Commercial,Monsoon,4117,2,1408
483,128,15,LED,7,Domestic,Monsoon,859,8,3883
395,55,5,LED,5,Commercial,Summer,3634,9,2541
569,60,5,LED,7,Commercial,Summer,4181,8,3456
261,29,14,CFL,10,Domestic,Winter,3297,4,2359
395,122,3,Bulb,10,Domestic,Monsoon,3115,7,2621
390,18,7,Bulb,4,Domestic,Winter,5767,7,2530
144,21,3,Bulb,9,Domestic,Winter,4068,10,1006
520,180,13,LED,6,Commercial,Summer,1678,4,4106
161,123,6,LED,4,Domestic,Monsoon,1438,2,1613
342,161,13,Bulb,8,Domestic,Monsoon,4316,3,3127
224,58,4,Bulb,9,Commercial,Summer,2542,2,1602
270,65,4,CFL,6,Commercial,Monsoon,5446,6,1861
538,24,2,CFL,7,Domestic,Summer,5835,1,2985
323,157,3,CFL,8,Commercial,Winter,2814,2,2359
563,53,2,LED,2,Domestic,Summer,5289,2,3205
422,128,4,CFL,8,Commercial,Winter,4368,9,2845
299,166,7,Bulb,4,Commercial,Winter,1712,3,2527
167,94,10,Bulb,4,Commercial,Winter,4111,4,1815
70,13,10,LED,10,Commercial,Monsoon,4073,6,1059
194,168,2,CFL,4,Commercial,Summer,5112,10,1662
517,24,8,CFL,9,Commercial,Summer,5446,7,3271
448,153,11,CFL,2,Domestic,Summer,4496,3,3518
131,52,2,Bulb,6,Commercial,Monsoon,1467,2,971
181,40,12,Bulb,4,Domestic,Monsoon,3618,10,1849
419,182,11,LED,4,Domestic,Summer,3042,3,3460
259,31,4,CFL,9,Commercial,Summer,2401,4,1698
225,17,8,CFL,7,Commercial,Monsoon,4818,10,1741
551,10,3,LED,7,Commercial,Monsoon,3302,8,3074
163,40,11,LED,2,Commercial,Winter,4475,2,1690
565,58,14,Bulb,10,Commercial,Monsoon,2952,5,4020
77,159,15,LED,5,Domestic,Winter,1116,2,1884
223,69,14,LED,9,Domestic,Summer,1760,3,2288
287,107,10,LED,9,Domestic,Monsoon,2471,6,2476
294,65,10,CFL,7,Commercial,Monsoon,2457,2,2380
61,19,12,Bulb,2,Domestic,Winter,5655,1,1163
552,11,5,CFL,5,Domestic,Monsoon,3807,3,3213
249,128,11,Bulb,4,Domestic,Winter,1893,3,2412
262,153,4,LED,3,Domestic,Monsoon,3390,6,2098
503,111,12,LED,8,Commercial,Summer,1774,3,3735
228,195,14,LED,5,Domestic,Summer,3799,9,2711
405,53,8,LED,8,Commercial,Winter,5229,8,2784
408,95,10,CFL,3,Domestic,Summer,2720,7,3063
443,154,12,CFL,6,Domestic,Monsoon,4493,1,3561
441,194,7,LED,10,Domestic,Winter,2267,8,3348
120,161,9,Bulb,9,Commercial,Summer,2111,9,1718
350,141,11,Bulb,2,Domestic,Summer,4221,7,2974
360,158,8,LED,8,Domestic,Summer,2084,3,2882
248,175,8,Bulb,9,Commercial,Winter,1546,7,2357
55,28,14,Bulb,4,Commercial,Summer,2281,6,1292
111,22,9,LED,10,Commercial,Monsoon,2514,10,1233
126,108,15,CFL,9,Commercial,Summer,5342,1,1976
108,136,10,CFL,10,Commercial,Monsoon,4647,8,1643
594,199,6,CFL,4,Commercial,Summer,1619,7,4088
277,78,14,Bulb,6,Domestic,Winter,1534,8,2596
556,69,4,Bulb,5,Commercial,Monsoon,5837,7,3351
154,185,13,CFL,6,Commercial,Monsoon,2698,6,2232
85,123,4,CFL,6,Commercial,Summer,5377,1,1089
106,43,5,CFL,4,Commercial,Summer,4069,6,1011
69,18,8,LED,5,Commercial,Summer,2004,10,938
157,155,9,LED,8,Domestic,Monsoon,1410,7,1890
144,181,15,LED,7,Domestic,Monsoon,3474,6,2299
183,13,7,Bulb,6,Domestic,Winter,692,5,1445
374,146,3,LED,10,Commercial,Summer,5321,10,2588
197,79,6,LED,3,Commercial,Monsoon,5438,1,1660
177,39,6,Bulb,5,Domestic,Summer,1829,2,1431
295,170,7,LED,10,Domestic,Monsoon,4700,9,2519
194,139,8,LED,4,Domestic,Monsoon,1946,3,1965
262,24,6,Bulb,5,Commercial,Monsoon,957,7,1822
331,40,11,CFL,3,Commercial,Winter,3341,5,2558
84,146,15,CFL,10,Commercial,Winter,2465,10,1879
432,15,3,LED,8,Domestic,Summer,4813,6,2475
364,78,10,CFL,9,Commercial,Winter,5907,3,2782
349,171,8,LED,9,Domestic,Monsoon,4064,8,2866
147,52,7,CFL,10,Commercial,Monsoon,4838,5,1382
360,161,12,CFL,6,Commercial,Winter,1037,4,3154
113,30,10,LED,7,Domestic,Winter,1443,5,1335
300,18,6,LED,8,Commercial,Summer,4279,5,2000
454,196,8,CFL,7,Domestic,Summer,5086,1,3487
149,143,10,LED,10,Domestic,Winter,1192,8,1877
387,55,14,LED,6,Commercial,Winter,5493,7,3091
339,144,3,Bulb,3,Commercial,Monsoon,5668,1,2401
449,108,15,LED,9,Domestic,Monsoon,4583,9,3644
290,139,3,LED,6,Domestic,Monsoon,4659,8,2132
262,138,2,CFL,4,Domestic,Summer,5621,8,1919
448,148,7,CFL,10,Domestic,Winter,4174,6,3239
190,191,11,Bulb,4,Domestic,Winter,5423,6,2305
88,18,14,LED,3,Commercial,Winter,3355,5,1430
490,66,2,Bulb,5,Commercial,Winter,3075,10,2869
342,145,7,Bulb,8,Commercial,Monsoon,5574,3,2683
258,87,8,CFL,10,Commercial,Winter,684,8,2132
389,82,6,Bulb,10,Commercial,Monsoon,5959,4,2661
232,68,13,LED,6,Domestic,Monsoon,2588,6,2266
151,150,15,Bulb,8,Commercial,Monsoon,1826,6,2238
408,129,8,LED,6,Domestic,Monsoon,5574,5,3039
403,89,11,Bulb,10,Commercial,Monsoon,2446,7,3084
378,174,11,LED,8,Domestic,Winter,1831,8,3223
315,71,5,LED,9,Domestic,Monsoon,1254,6,2178
251,187,15,CFL,8,Domestic,Winter,1468,7,2871
110,43,4,Bulb,4,Commercial,Summer,2646,9,966
347,68,3,LED,2,Commercial,Monsoon,2231,6,2203
263,163,9,Bulb,3,Domestic,Summer,4170,4,2463
524,192,5,Bulb,10,Commercial,Monsoon,4172,4,3639
199,131,6,CFL,7,Commercial,Monsoon,4562,1,1834
459,88,2,LED,10,Domestic,Winter,4536,10,2779
391,168,4,CFL,5,Domestic,Monsoon,568,6,2811
209,29,2,Bulb,7,Domestic,Monsoon,598,3,1302
201,150,4,CFL,6,Commercial,Monsoon,2673,1,1773
220,137,4,CFL,2,Domestic,Monsoon,4922,3,1830
109,65,2,LED,9,Commercial,Summer,1221,10,899
88,71,4,Bulb,10,Commercial,Summer,5081,5,941
247,72,2,Bulb,6,Commercial,Winter,1045,5,1633
354,188,8,CFL,7,Domestic,Monsoon,5252,10,2946
467,136,3,Bulb,10,Commercial,Winter,524,2,3037
471,14,7,Bulb,10,Domestic,Monsoon,2484,4,2936
204,117,15,Bulb,2,Domestic,Summer,939,5,2407
215,35,2,CFL,5,Commercial,Summer,3267,7,1352
93,56,11,Bulb,8,Commercial,Summer,3643,8,1379
66,151,11,CFL,4,Domestic,Summer,5964,7,1539
114,92,9,Bulb,7,Commercial,Monsoon,5439,3,1469
160,16,10,LED,10,Commercial,Monsoon,3998,9,1533
323,68,15,LED,10,Domestic,Winter,4822,6,2867
364,195,7,CFL,9,Domestic,Winter,701,10,2954
428,55,15,CFL,3,Domestic,Monsoon,1090,6,3369
367,127,12,CFL,4,Domestic,Winter,3289,9,3083
196,172,3,Bulb,3,Domestic,Winter,1997,9,1751
282,23,10,Bulb,10,Domestic,Monsoon,4431,9,2185
576,130,10,CFL,4,Domestic,Winter,2295,8,4041
464,35,8,Bulb,5,Commercial,Summer,2770,2,3032
189,166,2,LED,10,Domestic,Winter,713,1,1630
210,154,6,Bulb,7,Domestic,Monsoon,4723,1,1964
80,136,15,Bulb,5,Domestic,Winter,4143,4,1827
255,127,13,Bulb,5,Domestic,Monsoon,2299,8,2571
182,54,13,Bulb,10,Domestic,Summer,693,7,1964
175,13,10,CFL,10,Commercial,Monsoon,4471,8,1601
349,186,3,CFL,9,Domestic,Monsoon,5241,9,2585
584,29,11,Bulb,10,Domestic,Monsoon,5389,1,3829
99,177,9,LED,10,Domestic,Winter,2759,1,1660
582,74,8,CFL,4,Commercial,Winter,5008,2,3764
67,68,15,LED,3,Commercial,Winter,584,6,1545
470,53,8,LED,4,Commercial,Monsoon,3857,9,3119
164,162,10,Bulb,10,Domestic,Winter,4128,4,2014
151,78,14,Bulb,6,Commercial,Summer,5997,9,1945
511,142,11,LED,8,Commercial,Winter,5904,4,3809
379,131,4,CFL,7,Commercial,Winter,4463,6,2632
58,143,15,CFL,7,Domestic,Monsoon,3759,4,1735
160,108,2,CFL,8,Commercial,Winter,2110,4,1298
527,133,9,LED,4,Commercial,Monsoon,3608,7,3732
101,172,5,CFL,3,Domestic,Summer,1039,8,1392
86,179,4,Bulb,7,Domestic,Summer,2056,10,1271
96,32,9,Bulb,3,Domestic,Summer,4455,6,1187
50,178,12,CFL,8,Commercial,Summer,3735,3,1607
307,70,15,LED,4,Domestic,Monsoon,4337,1,2791
53,184,11,CFL,6,Domestic,Summer,3786,3,1576
196,21,7,Bulb,5,Domestic,Summer,2621,4,1538
91,176,13,CFL,5,Commercial,Monsoon,5869,7,1878
112,21,11,LED,3,Domestic,Summer,4960,7,1367
345,153,7,Bulb,10,Domestic,Monsoon,5408,8,2723
421,134,8,CFL,8,Domestic,Winter,5289,8,3122
173,123,10,LED,7,Domestic,Summer,2542,8,1938
596,33,8,LED,5,Domestic,Winter,1358,9,3707
306,97,10,CFL,10,Domestic,Summer,1809,3,2542
586,74,15,CFL,2,Commercial,Monsoon,2425,9,4244
456,135,7,LED,5,Commercial,Summer,1700,8,3240
223,195,2,LED,6,Domestic,Winter,844,1,1897
314,59,14,Bulb,3,Domestic,Winter,2510,9,2727
86,22,8,LED,10,Commercial,Summer,5664,6,1039
190,191,5,CFL,10,Domestic,Monsoon,4752,4,1911
336,92,13,CFL,4,Domestic,Monsoon,605,10,2879
584,58,14,Bulb,9,Domestic,Winter,606,2,4118
356,112,8,LED,8,Commercial,Monsoon,2259,1,2717
253,76,12,CFL,7,Commercial,Summer,2451,8,2334
91,59,15,CFL,3,Domestic,Winter,1202,7,1641
593,144,13,Bulb,5,Domestic,Summer,2010,7,4370
190,171,15,CFL,6,Domestic,Monsoon,5834,5,2505
526,184,6,CFL,5,Commercial,Summer,5416,2,3690
251,110,13,CFL,2,Domestic,Monsoon,4480,10,2497
205,80,7,Bulb,9,Commercial,Monsoon,3175,1,1770
287,63,12,LED,2,Domestic,Monsoon,1967,3,2469
577,49,4,LED,5,Commercial,Winter,5233,7,3396
214,39,11,CFL,2,Domestic,Monsoon,5247,8,1950
578,16,13,CFL,7,Commercial,Monsoon,2374,7,3889
289,98,8,CFL,9,Domestic,Summer,1788,4,2326
225,62,7,Bulb,3,Commercial,Winter,5072,6,1817
544,84,15,LED,8,Domestic,Winter,3060,10,4059
311,59,10,LED,8,Domestic,Summer,4738,7,2449
490,151,4,LED,6,Commercial,Winter,5044,2,3269
164,13,6,Bulb,9,Domestic,Monsoon,1283,1,1282
173,101,4,CFL,4,Commercial,Winter,4413,6,1474
440,161,10,LED,6,Domestic,Winter,2966,4,3436
135,186,8,LED,7,Commercial,Monsoon,4632,5,1808
544,196,7,CFL,4,Commercial,Winter,813,8,3886
276,14,3,LED,3,Commercial,Monsoon,5920,7,1666
112,82,13,CFL,2,Domestic,Summer,2892,4,1690
355,110,14,Bulb,2,Domestic,Winter,1882,5,3099
337,157,10,LED,8,Domestic,Summer,4154,2,2892
469,23,14,Bulb,7,Commercial,Summer,4814,1,3414
225,160,8,Bulb,5,Domestic,Monsoon,3981,1,2191
530,83,9,LED,10,Domestic,Summer,5052,8,3589
287,124,13,LED,10,Commercial,Winter,2201,3,2727
587,21,2,Bulb,10,Commercial,Summer,1742,9,3228
333,39,13,LED,5,Commercial,Summer,4901,9,2696
127,147,12,Bulb,2,Domestic,Monsoon,5652,1,1907
553,93,7,CFL,5,Domestic,Summer,5008,4,3608
442,63,14,LED,4,Domestic,Summer,5903,10,3400
369,170,10,LED,4,Commercial,Winter,4976,10,3098
245,22,7,CFL,4,Domestic,Summer,4369,7,1794
339,22,14,CFL,8,Domestic,Summer,1397,10,2739
510,52,11,CFL,10,Domestic,Monsoon,2116,10,3520
125,69,3,CFL,6,Commercial,Summer,1477,5,1060
226,173,15,Bulb,6,Domestic,Monsoon,1717,2,2697
541,149,5,Bulb,8,Domestic,Winter,4496,8,3591
581,129,14,CFL,5,Commercial,Monsoon,3679,6,4326
471,127,6,Bulb,6,Commercial,Monsoon,4093,1,3226
394,179,6,CFL,2,Domestic,Summer,2790,7,2993
433,20,10,Bulb,10,Domestic,Winter,1999,4,2956
160,145,15,CFL,4,Domestic,Winter,3929,6,2268
166,132,13,Bulb,5,Domestic,Winter,2501,10,2127
62,143,13,CFL,9,Commercial,Summer,1147,10,1624
347,75,3,LED,9,Domestic,Monsoon,2067,1,2225
331,158,6,LED,6,Domestic,Winter,1648,8,2601
163,155,7,CFL,10,Commercial,Monsoon,4264,3,1790
529,141,6,LED,2,Domestic,Monsoon,670,7,3570
450,128,11,Bulb,4,Domestic,Winter,3335,8,3450
543,130,14,CFL,4,Commercial,Summer,3612,5,4133
511,129,11,CFL,3,Commercial,Monsoon,4520,6,3768
542,92,12,Bulb,2,Commercial,Summer,3100,3,3877
418,14,4,Bulb,4,Commercial,Monsoon,3706,3,2465
341,193,11,CFL,4,Commercial,Winter,1473,5,3091
262,103,12,CFL,6,Domestic,Summer,5805,2,2466
460,84,6,LED,4,Commercial,Winter,3897,7,3034
543,55,5,LED,7,Domestic,Winter,5061,10,3305
393,87,15,CFL,6,Commercial,Summer,2166,4,3289
425,122,4,CFL,4,Commercial,Summer,2737,2,2842
73,64,7,Bulb,3,Commercial,Summer,3233,3,1038
91,61,12,LED,10,Domestic,Summer,2394,6,1450
314,124,2,LED,9,Commercial,Monsoon,5982,2,2143
525,55,10,LED,9,Commercial,Monsoon,1273,8,3541
404,61,7,CFL,3,Commercial,Summer,1124,4,2738
195,109,9,LED,9,Domestic,Winter,5566,2,1941
59,184,15,LED,3,Commercial,Winter,3944,7,1870
192,71,4,CFL,5,Domestic,Winter,5864,6,1478
159,143,12,Bulb,9,Commercial,Summer,3694,8,2060
192,176,11,LED,7,Commercial,Summer,3965,7,2268
61,135,2,Bulb,2,Domestic,Winter,4475,3,871
424,35,6,Bulb,4,Domestic,Winter,4378,5,2694
508,198,10,Bulb,8,Domestic,Monsoon,4872,10,3904
539,88,2,LED,6,Commercial,Summer,2878,2,3192
116,27,10,Bulb,4,Commercial,Winter,1781,4,1341
339,174,6,LED,5,Commercial,Summer,2781,8,2693
299,26,2,CFL,9,Domestic,Monsoon,2395,10,1757
547,62,3,CFL,10,Domestic,Summer,4785,5,3217
585,106,4,LED,8,Domestic,Monsoon,3791,4,3617
360,129,7,CFL,5,Commercial,Summer,5097,10,2725
395,19,7,CFL,10,Domestic,Monsoon,3877,8,2559
577,194,12,CFL,2,Domestic,Winter,2541,5,4379
76,54,14,Bulb,6,Domestic,Winter,4809,5,1482
243,15,4,CFL,4,Commercial,Winter,1582,10,1564
380,46,4,CFL,3,Commercial,Summer,3633,8,2370
507,108,5,CFL,2,Commercial,Summer,776,4,3287
545,193,11,Bulb,6,Commercial,Monsoon,4685,6,4145
484,163,8,CFL,5,Commercial,Monsoon,2182,1,3538
482,56,2,CFL,10,Domestic,Winter,3456,3,2797
471,148,15,LED,3,Domestic,Summer,2454,6,3884
381,194,3,CFL,5,Commercial,Monsoon,5300,3,2776
318,154,7,CFL,7,Domestic,Monsoon,4456,8,2587
364,25,13,LED,6,Commercial,Summer,1787,8,2812
150,164,13,Bulb,9,Commercial,Summer,681,8,2145
476,164,13,CFL,7,Commercial,Summer,1449,9,3829
459,56,14,CFL,3,Domestic,Summer,4768,1,3466
128,83,14,Bulb,5,Domestic,Summer,2021,1,1842
103,48,7,LED,5,Domestic,Monsoon,5072,1,1143
299,43,14,CFL,5,Domestic,Summer,1821,9,2599
203,36,3,LED,7,Commercial,Summer,4812,6,1358
112,190,2,CFL,6,Commercial,Winter,548,9,1308
497,183,3,CFL,9,Domestic,Summer,2335,9,3340
416,156,13,CFL,9,Commercial,Summer,1954,7,3494
420,121,8,CFL,10,Commercial,Monsoon,3522,1,3075
170,84,3,Bulb,4,Domestic,Summer,1167,9,1339
536,62,12,CFL,7,Domestic,Monsoon,3379,7,3751
481,101,15,CFL,3,Commercial,Winter,4576,2,3787
511,176,4,Bulb,6,Commercial,Monsoon,1187,4,3456
66,121,9,LED,7,Domestic,Winter,5378,7,1313
102,101,5,LED,2,Domestic,Winter,1126,8,1173
197,195,8,Bulb,6,Commercial,Monsoon,1962,4,2157
251,74,14,LED,3,Commercial,Winter,2679,2,2449
161,51,14,LED,9,Domestic,Winter,4605,5,1911
142,56,4,LED,7,Commercial,Monsoon,4990,2,1172
74,172,7,CFL,7,Domestic,Monsoon,4716,2,1384
294,71,13,LED,10,Domestic,Monsoon,4698,10,2596
483,17,7,LED,8,Domestic,Summer,1669,7,3007
146,66,10,CFL,10,Commercial,Monsoon,5084,6,1618
292,23,9,LED,10,Domestic,Winter,1611,1,2171
303,44,11,LED,6,Domestic,Winter,3619,6,2426
96,75,10,Bulb,5,Commercial,Monsoon,2293,5,1389
481,165,12,LED,2,Domestic,Summer,4534,7,3792
369,89,15,CFL,2,Commercial,Summer,4795,3,3171
356,158,8,Bulb,4,Domestic,Summer,2471,9,2862
119,13,10,Bulb,6,Commercial,Summer,1937,10,1312
335,178,3,Bulb,7,Commercial,Monsoon,4036,5,2488
228,194,5,Bulb,4,Domestic,Monsoon,1390,7,2117
556,189,8,CFL,7,Domestic,Winter,1368,7,3992
160,36,15,LED,4,Domestic,Winter,3633,9,1925
329,68,2,CFL,7,Domestic,Monsoon,3592,4,2044
299,115,9,LED,5,Domestic,Summer,1968,1,2497
112,14,2,LED,10,Domestic,Summer,5902,4,753
482,35,12,CFL,9,Commercial,Winter,5476,1,3387
346,169,12,LED,6,Commercial,Summer,4822,6,3107
220,37,9,Bulb,6,Domestic,Monsoon,3120,3,1844
545,166,5,LED,6,Domestic,Summer,1329,6,3666
266,165,5,LED,5,Commercial,Winter,2739,4,2222
241,63,10,Bulb,8,Commercial,Summer,2656,5,2100
147,198,13,LED,8,Commercial,Monsoon,1239,2,2237
83,185,4,Bulb,9,Commercial,Summer,2802,2,1274
250,78,3,Bulb,6,Domestic,Monsoon,3370,2,1733
333,110,11,Bulb,8,Domestic,Summer,5558,1,2789
192,109,5,LED,4,Domestic,Winter,2400,2,1663
52,164,4,CFL,2,Domestic,Monsoon,583,3,1048
401,15,9,Bulb,4,Domestic,Monsoon,4427,7,2709
51,190,3,CFL,5,Commercial,Summer,5639,7,1059
298,170,12,Bulb,10,Domestic,Monsoon,5593,8,2863
515,43,9,Bulb,5,Commercial,Summer,2642,9,3386
270,24,2,Bulb,5,Commercial,Summer,2676,7,1601
496,163,8,LED,3,Domestic,Winter,5967,5,3600
50,184,13,LED,4,Domestic,Winter,5835,4,1692
89,68,9,Bulb,6,Domestic,Monsoon,3290,8,1265
295,76,8,CFL,6,Domestic,Monsoon,3838,7,2288
453,43,6,LED,4,Domestic,Summer,2308,2,2869
152,20,9,LED,7,Domestic,Winter,4703,3,1439
500,113,6,Bulb,7,Commercial,Summer,4559,8,3332
56,152,12,LED,10,Domestic,Summer,3645,4,1556
75,124,7,LED,9,Commercial,Monsoon,2925,1,1238
383,80,10,LED,8,Commercial,Summer,4909,3,2887
488,22,5,LED,3,Commercial,Winter,2932,2,2917
232,19,8,CFL,10,Domestic,Summer,4667,4,1783
420,136,10,Bulb,4,Commercial,Winter,2409,5,3254
342,191,5,Bulb,2,Commercial,Summer,3833,8,2696
296,181,4,LED,5,Domestic,Monsoon,807,2,2361
108,56,8,LED,7,Commercial,Winter,5988,5,1259
278,63,10,CFL,6,Commercial,Summer,677,5,2291
332,191,9,CFL,9,Commercial,Monsoon,2944,2,2907
112,31,2,LED,6,Domestic,Monsoon,2587,8,807
152,75,13,CFL,3,Domestic,Winter,3181,4,1875
175,88,3,LED,5,Commercial,Winter,4043,10,1378
384,50,7,LED,8,Domestic,Winter,2187,4,2600
384,69,12,Bulb,6,Commercial,Winter,3738,6,2988
342,178,4,LED,3,Domestic,Summer,5154,10,2589
597,112,11,CFL,3,Domestic,Summer,520,10,4158
329,141,3,LED,6,Domestic,Winter,1814,4,2340
144,172,4,Bulb,9,Domestic,Winter,2147,4,1548
470,130,7,CFL,7,Commercial,Summer,2706,8,3296
158,48,3,LED,6,Domestic,Winter,1693,2,1164
403,56,13,Bulb,5,Domestic,Summer,4995,1,3111
360,122,10,LED,6,Domestic,Winter,839,2,2900
548,77,15,CFL,9,Commercial,Summer,3058,4,4058
513,61,4,CFL,10,Domestic,Monsoon,2832,10,3104
103,104,12,Bulb,6,Domestic,Summer,2384,2,1648
516,45,14,CFL,10,Commercial,Winter,4559,2,3726
479,91,11,CFL,6,Commercial,Winter,4839,7,3483
313,58,10,LED,7,Domestic,Summer,4043,2,2456
222,32,12,Bulb,8,Domestic,Monsoon,4999,5,2035
143,196,2,LED,2,Domestic,Winter,1022,5,1487
109,58,14,Bulb,10,Domestic,Summer,3649,2,1665
90,184,8,CFL,3,Domestic,Summer,4370,4,1570
160,188,3,CFL,2,Commercial,Winter,3482,1,1615
510,115,10,CFL,5,Domestic,Winter,3287,1,3653
366,53,5,Bulb,4,Commercial,Summer,3399,10,2385
512,31,4,CFL,2,Domestic,Monsoon,3545,7,3004
167,130,6,LED,2,Domestic,Summer,5015,6,1666
394,61,2,LED,6,Domestic,Summer,1849,8,2358
310,173,7,CFL,6,Domestic,Summer,2425,5,2606
521,36,14,LED,7,Domestic,Summer,1730,6,3723
280,187,3,Bulb,6,Domestic,Monsoon,3411,4,2232
108,144,7,LED,6,Domestic,Summer,1837,5,1471
371,95,3,LED,4,Commercial,Winter,1758,8,2412
187,113,2,LED,9,Domestic,Winter,1773,5,1453
396,173,6,Bulb,7,Commercial,Monsoon,3438,1,2984
315,180,5,LED,6,Commercial,Summer,2361,7,2522
98,40,7,CFL,5,Domestic,Monsoon,5205,5,1092
284,154,6,Bulb,3,Domestic,Winter,5186,3,2346
175,98,7,CFL,7,Domestic,Winter,2791,4,1672
231,59,10,Bulb,7,Domestic,Winter,647,6,2035
